size,count,type,redop,root,time,algbw,busbw,#wrong,time,algbw,busbw,#wrong
16777216,4194304,float,sum,-1,567.9,29.54,51.70,0,552.9,30.35,53.10,0
33554432,8388608,float,sum,-1,857.6,39.13,68.47,0,884.7,37.93,66.37,0
67108864,16777216,float,sum,-1,1473.6,45.54,79.70,0,1416.1,47.39,82.93,0
134217728,33554432,float,sum,-1,2395.5,56.03,98.05,0,2347.5,57.18,100.06,0
268435456,67108864,float,sum,-1,3778.7,71.04,124.32,0,3745.5,71.67,125.42,0
536870912,134217728,float,sum,-1,6736.6,79.69,139.47,0,6717.2,79.92,139.87,0
1073741824,268435456,float,sum,-1,12501,85.89,150.31,0,12456,86.21,150.86,0
2147483648,536870912,float,sum,-1,24049,89.30,156.27,0,24088,89.15,156.02,0
4294967296,1073741824,float,sum,-1,47331,90.74,158.80,0,47237,90.92,159.12,0
8,2,float,sum,-1,15.99,0.00,0.00,0,15.46,0.00,0.00,0
16,4,float,sum,-1,15.25,0.00,0.00,0,15.34,0.00,0.00,0
32,8,float,sum,-1,15.15,0.00,0.00,0,15.19,0.00,0.00,0
64,16,float,sum,-1,16.85,0.00,0.01,0,16.57,0.00,0.01,0
128,32,float,sum,-1,25.57,0.01,0.01,0,25.14,0.01,0.01,0
256,64,float,sum,-1,25.75,0.01,0.02,0,25.28,0.01,0.02,0
512,128,float,sum,-1,26.16,0.02,0.03,0,25.98,0.02,0.03,0
1024,256,float,sum,-1,27.03,0.04,0.07,0,26.48,0.04,0.07,0
2048,512,float,sum,-1,27.87,0.07,0.13,0,27.60,0.07,0.13,0
4096,1024,float,sum,-1,30.66,0.13,0.23,0,29.81,0.14,0.24,0
8192,2048,float,sum,-1,31.18,0.26,0.46,0,30.46,0.27,0.47,0
16384,4096,float,sum,-1,31.63,0.52,0.91,0,30.87,0.53,0.93,0
32768,8192,float,sum,-1,33.75,0.97,1.70,0,33.23,0.99,1.73,0
65536,16384,float,sum,-1,62.05,1.06,1.85,0,61.62,1.06,1.86,0
131072,32768,float,sum,-1,66.47,1.97,3.45,0,65.60,2.00,3.50,0
262144,65536,float,sum,-1,98.27,2.67,4.67,0,98.38,2.66,4.66,0
524288,131072,float,sum,-1,170.8,3.07,5.37,0,170.0,3.08,5.40,0
1048576,262144,float,sum,-1,255.8,4.10,7.17,0,254.8,4.12,7.20,0
2097152,524288,float,sum,-1,133.6,15.70,27.47,0,139.3,15.05,26.34,0
4194304,1048576,float,sum,-1,217.0,19.33,33.82,0,211.9,19.80,34.65,0
8388608,2097152,float,sum,-1,344.5,24.35,42.62,0,334.9,25.05,43.84,0
16777216,4194304,float,sum,-1,578.7,28.99,50.74,0,559.6,29.98,52.46,0
33554432,8388608,float,sum,-1,869.4,38.60,67.54,0,865.5,38.77,67.84,0
67108864,16777216,float,sum,-1,1464.0,45.84,80.22,0,1465.5,45.79,80.14,0
134217728,33554432,float,sum,-1,2391.4,56.13,98.22,0,2356.8,56.95,99.66,0
268435456,67108864,float,sum,-1,3789.5,70.84,123.97,0,3783.1,70.96,124.17,0
536870912,134217728,float,sum,-1,6734.0,79.73,139.52,0,6664.7,80.55,140.97,0
1073741824,268435456,float,sum,-1,12526,85.72,150.02,0,12482,86.02,150.54,0
2147483648,536870912,float,sum,-1,24066,89.23,156.16,0,24042,89.32,156.31,0
4294967296,1073741824,float,sum,-1,47231,90.94,159.14,0,47253,90.89,159.06,0
8,2,float,sum,-1,16.16,0.00,0.00,0,15.32,0.00,0.00,0
16,4,float,sum,-1,15.12,0.00,0.00,0,15.34,0.00,0.00,0
32,8,float,sum,-1,15.19,0.00,0.00,0,15.28,0.00,0.00,0
64,16,float,sum,-1,17.08,0.00,0.01,0,16.62,0.00,0.01,0
128,32,float,sum,-1,25.46,0.01,0.01,0,25.23,0.01,0.01,0
256,64,float,sum,-1,25.76,0.01,0.02,0,25.44,0.01,0.02,0
512,128,float,sum,-1,25.97,0.02,0.03,0,25.85,0.02,0.03,0
1024,256,float,sum,-1,26.75,0.04,0.07,0,26.40,0.04,0.07,0
2048,512,float,sum,-1,27.74,0.07,0.13,0,27.84,0.07,0.13,0
4096,1024,float,sum,-1,30.76,0.13,0.23,0,29.82,0.14,0.24,0
8192,2048,float,sum,-1,31.22,0.26,0.46,0,30.10,0.27,0.48,0
16384,4096,float,sum,-1,31.82,0.51,0.90,0,30.76,0.53,0.93,0
32768,8192,float,sum,-1,33.85,0.97,1.69,0,33.62,0.97,1.71,0
65536,16384,float,sum,-1,62.44,1.05,1.84,0,61.97,1.06,1.85,0
131072,32768,float,sum,-1,66.08,1.98,3.47,0,65.68,2.00,3.49,0
262144,65536,float,sum,-1,98.15,2.67,4.67,0,97.63,2.69,4.70,0
524288,131072,float,sum,-1,172.4,3.04,5.32,0,171.1,3.07,5.36,0
